# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1465       7.703013664556e+02       1.134902723482e+01       8.417037838708e-02      -1.753242711431e+01       3.198178078811e-09       1.771160828085e-06      -1.077640113716e-08 
 1466       7.683484775480e+02       1.134796607248e+01       8.411780399053e-02      -1.693861394521e+01       3.193687235798e-09       1.763096864902e-06      -8.173326443929e-09 
 1467       7.663579006817e+02       1.134959224470e+01       8.406455912778e-02      -1.634875205017e+01       3.189204054022e-09       1.755000797792e-06      -5.579705490117e-09 
 1468       7.643300450737e+02       1.135389267126e+01       8.401064196108e-02      -1.576306404277e+01       3.184728504970e-09       1.746879724090e-06      -2.995781048015e-09 
 1469       7.622653227222e+02       1.136085415542e+01       8.395605065009e-02      -1.518177366516e+01       3.180260558121e-09       1.738740799493e-06      -4.217973598994e-10 
 1470       7.601641484109e+02       1.137046338368e+01       8.390078335188e-02      -1.460510578997e+01       3.175800180936e-09       1.730591238253e-06       2.141999857666e-09 
 1471       7.580269397141e+02       1.138270692556e+01       8.384483822092e-02      -1.403328642214e+01       3.171347338841e-09       1.722438313378e-06       4.695363409513e-09 
 1472       7.558541170021e+02       1.139757123340e+01       8.378821340910e-02      -1.346654270081e+01       3.166901995214e-09       1.714289356831e-06       7.238044617557e-09 
 1473       7.536461034459e+02       1.141504264206e+01       8.373090706571e-02      -1.290510290119e+01       3.162464111369e-09       1.706151759730e-06       9.769793316466e-09 
 1474       7.514033250223e+02       1.143510736880e+01       8.367291733743e-02      -1.234919643639e+01       3.158033646541e-09       1.698032972548e-06       1.229035784934e-08 
 1475       7.491262105190e+02       1.145775151298e+01       8.361424236834e-02      -1.179905385934e+01       3.153610557875e-09       1.689940505310e-06       1.479948506337e-08 
 1476       7.468151915394e+02       1.148296105585e+01       8.355488029995e-02      -1.125490686462e+01       3.149194800406e-09       1.681881927798e-06       1.729692030550e-08 
 1477       7.444707025079e+02       1.151072186036e+01       8.349482927113e-02      -1.071698829034e+01       3.144786327048e-09       1.673864869745e-06       1.978240741810e-08 
 1478       7.420931806748e+02       1.154101967089e+01       8.343408741816e-02      -1.018553212001e+01       3.140385088576e-09       1.665897021045e-06       2.225568873458e-08 
 1479       7.396830661210e+02       1.157384011307e+01       8.337265287472e-02      -9.660773484398e+00       3.135991033614e-09       1.657986131943e-06       2.471650507507e-08 
 1480       7.372408423404e+02       1.160916429448e+01       8.331052524953e-02      -9.142922755878e+00       3.131604120424e-09       1.650137759045e-06       2.716461179661e-08 
 1481       7.347671584131e+02       1.164695555988e+01       8.324771007535e-02      -8.632087547637e+00       3.127224352560e-09       1.642348466347e-06       2.959982721294e-08 
 1482       7.322627080494e+02       1.168717260462e+01       8.318421440392e-02      -8.128349947338e+00       3.122851743886e-09       1.634612523883e-06       3.202198488338e-08 
 1483       7.297281891295e+02       1.172977386143e+01       8.312004533245e-02      -7.631792355147e+00       3.118486306828e-09       1.626924152625e-06       3.443091762144e-08 
 1484       7.271643037109e+02       1.177471749986e+01       8.305521000361e-02      -7.142497484184e+00       3.114128052358e-09       1.619277524326e-06       3.682645749314e-08 
 1485       7.245717580359e+02       1.182196142587e+01       8.298971560568e-02      -6.660548360967e+00       3.109776989986e-09       1.611666761339e-06       3.920843581524e-08 
 1486       7.219512625385e+02       1.187146328133e+01       8.292356937259e-02      -6.186028325869e+00       3.105433127747e-09       1.604085936459e-06       4.157668315352e-08 
 1487       7.193035318515e+02       1.192318044360e+01       8.285677858403e-02      -5.719021033559e+00       3.101096472188e-09       1.596529072742e-06       4.393102932098e-08 
 1488       7.166292848144e+02       1.197707002501e+01       8.278935056550e-02      -5.259610453457e+00       3.096767028363e-09       1.588990143346e-06       4.627130337619e-08 
 1489       7.139292444799e+02       1.203308887243e+01       8.272129268838e-02      -4.807880870179e+00       3.092444799812e-09       1.581463071353e-06       4.859733362145e-08 
 1490       7.112041381217e+02       1.209119356682e+01       8.265261237007e-02      -4.363916883989e+00       3.088129788558e-09       1.573941729602e-06       5.090894760111e-08 
 1491       7.084546972413e+02       1.215134042271e+01       8.258331707400e-02      -3.927803411245e+00       3.083821995092e-09       1.566419940519e-06       5.320597209976e-08 
 1492       7.056816575756e+02       1.221348548779e+01       8.251341430975e-02      -3.499625684852e+00       3.079521418360e-09       1.558891475946e-06       5.548823314054e-08 
 1493       7.028857591040e+02       1.227758454242e+01       8.244291163312e-02      -3.079469254706e+00       3.075228055754e-09       1.551350056969e-06       5.775555598333e-08 
 1494       7.000677460554e+02       1.234359309917e+01       8.237181664618e-02      -2.667419988147e+00       3.070941903099e-09       1.543789353746e-06       6.000776512304e-08 
 1495       6.972283669160e+02       1.241146640232e+01       8.230013699742e-02      -2.263564070406e+00       3.066662954642e-09       1.536202985340e-06       6.224468428782e-08 
 1496       6.943683744359e+02       1.248115942749e+01       8.222788038174e-02      -1.867988005056e+00       3.062391203039e-09       1.528584519543e-06       6.446613643731e-08 
 1497       6.914885256368e+02       1.255262688106e+01       8.215505454062e-02      -1.480778614459e+00       3.058126639345e-09       1.520927472704e-06       6.667194376089e-08 
 1498       6.885895818192e+02       1.262582319977e+01       8.208166726212e-02      -1.102023040214e+00       3.053869253002e-09       1.513225309561e-06       6.886192767590e-08 
 1499       6.856723085693e+02       1.270070255027e+01       8.200772638100e-02      -7.318087436107e-01       3.049619031825e-09       1.505471443066e-06       7.103590882590e-08 
 1500       6.827374757666e+02       1.277721882860e+01       8.193323977880e-02      -3.702235060725e-01       3.045375961993e-09       1.497659234210e-06       7.319370707885e-08 
 1501       6.797858575910e+02       1.285532565975e+01       8.185821538391e-02      -1.735542961037e-02       3.041140028035e-09       1.489781991856e-06       7.533514152543e-08 
 1502       6.768182325300e+02       1.293497639723e+01       8.178266117165e-02       3.267070627307e-01       3.036911212820e-09       1.481832972562e-06       7.746003047718e-08 
 1503       6.738353833861e+02       1.301612412253e+01       8.170658516434e-02       6.618752264219e-01       3.032689497542e-09       1.473805380407e-06       7.956819146479e-08 
 1504       6.708380972839e+02       1.309872164474e+01       8.162999543140e-02       9.880599950017e-01       3.028474861713e-09       1.465692366821e-06       8.165944123629e-08 
 1505       6.678271656771e+02       1.318272150003e+01       8.155290008942e-02       1.305171979627e+00       3.024267283144e-09       1.457487030409e-06       8.373359575529e-08 
 1506       6.648033843565e+02       1.326807595117e+01       8.147530730223e-02       1.613121468624e+00       3.020066737940e-09       1.449182416777e-06       8.579047019922e-08 
 1507       6.617675534563e+02       1.335473698713e+01       8.139722528100e-02       1.911818427039e+00       3.015873200483e-09       1.440771518359e-06       8.782987895750e-08 
 1508       6.587204774620e+02       1.344265632257e+01       8.131866228429e-02       2.201172496190e+00       3.011686643421e-09       1.432247274242e-06       8.985163562982e-08 
 1509       6.556629652176e+02       1.353178539737e+01       8.123962661816e-02       2.481092993216e+00       3.007507037658e-09       1.423602569990e-06       9.185555302432e-08 
 1510       6.525958299323e+02       1.362207537619e+01       8.116012663622e-02       2.751488910631e+00       3.003334352339e-09       1.414830237474e-06       9.384144315581e-08 
 1511       6.495198891884e+02       1.371347714799e+01       8.108017073974e-02       3.012268915873e+00       2.999168554839e-09       1.405923054688e-06       9.580911724401e-08 
 1512       6.464359649480e+02       1.380594132557e+01       8.099976737770e-02       3.263341350854e+00       2.995009610750e-09       1.396873745585e-06       9.775838571171e-08 
 1513       6.433448835608e+02       1.389941824511e+01       8.091892504690e-02       3.504614231513e+00       2.990857483870e-09       1.387674979892e-06       9.968905818304e-08 
 1514       6.402474757709e+02       1.399385796568e+01       8.083765229199e-02       3.735995247367e+00       2.986712136188e-09       1.378319372939e-06       1.016009434816e-07 
 1515       6.371445767240e+02       1.408921026882e+01       8.075595770563e-02       3.957391761060e+00       2.982573527875e-09       1.368799485481e-06       1.034938496289e-07 
 1516       6.340370259751e+02       1.418542465802e+01       8.067384992847e-02       4.168710807916e+00       2.978441617269e-09       1.359107823524e-06       1.053675838420e-07 
 1517       6.309256674952e+02       1.428245035830e+01       8.059133764930e-02       4.369859095488e+00       2.974316360864e-09       1.349236838146e-06       1.072219525326e-07 
 1518       6.278113496790e+02       1.438023631574e+01       8.050842960513e-02       4.560743003112e+00       2.970197713295e-09       1.339178925323e-06       1.090567613043e-07 
 1519       6.246948849043e+02       1.447873229492e+01       8.042513491064e-02       4.741293705471e+00       2.966085637942e-09       1.328928860216e-06       1.108718343166e-07 
 1520       6.215769277711e+02       1.457789218391e+01       8.034146404998e-02       4.911542808828e+00       2.961980138973e-09       1.318491138883e-06       1.126670726850e-07 
 1521       6.184580957043e+02       1.467767072019e+01       8.025742789474e-02       5.071547442236e+00       2.957881229892e-09       1.307872742197e-06       1.144423969199e-07 
 1522       6.153390093006e+02       1.477802239522e+01       8.017303737543e-02       5.221365200473e+00       2.953788922971e-09       1.297080711181e-06       1.161977276393e-07 
 1523       6.122202923328e+02       1.487890145400e+01       8.008830348162e-02       5.361054144900e+00       2.949703229238e-09       1.286122147210e-06       1.179329855701e-07 
 1524       6.091025717555e+02       1.498026189469e+01       8.000323726201e-02       5.490672804318e+00       2.945624158473e-09       1.275004212218e-06       1.196480915492e-07 
 1525       6.059864777102e+02       1.508205746817e+01       7.991784982456e-02       5.610280175822e+00       2.941551719194e-09       1.263734128896e-06       1.213429665246e-07 
 1526       6.028726435303e+02       1.518424167769e+01       7.983215233654e-02       5.719935725661e+00       2.937485918650e-09       1.252319180898e-06       1.230175315570e-07 
 1527       5.997617057462e+02       1.528676777838e+01       7.974615602466e-02       5.819699390093e+00       2.933426762810e-09       1.240766713045e-06       1.246717078205e-07 
 1528       5.966543040905e+02       1.538958877692e+01       7.965987217516e-02       5.909631576241e+00       2.929374256354e-09       1.229084131530e-06       1.263054166043e-07 
 1529       5.935510815033e+02       1.549265743108e+01       7.957331213391e-02       5.989793162954e+00       2.925328402663e-09       1.217278904118e-06       1.279185793138e-07 
 1530       5.904526841370e+02       1.559592624934e+01       7.948648730650e-02       6.060245501657e+00       2.921289203811e-09       1.205358560358e-06       1.295111174715e-07 
 1531       5.873597613617e+02       1.569934749046e+01       7.939940915831e-02       6.121050417214e+00       2.917256660553e-09       1.193330691780e-06       1.310829527189e-07 
 1532       5.842729657703e+02       1.580287316310e+01       7.931208921468e-02       6.172270208781e+00       2.913230772318e-09       1.181202952107e-06       1.326340068171e-07 
 1533       5.811929531836e+02       1.590645502539e+01       7.922453906091e-02       6.213967650665e+00       2.909211537194e-09       1.168983057453e-06       1.341642016484e-07 
 1534       5.781203826553e+02       1.601004458452e+01       7.913677034245e-02       6.246205993180e+00       2.905198951927e-09       1.156678786538e-06       1.356734592174e-07 
 1535       5.750559164776e+02       1.611359309635e+01       7.904879476492e-02       6.269048963502e+00       2.901193011903e-09       1.144297980886e-06       1.371617016525e-07 
 1536       5.720002201856e+02       1.621705156501e+01       7.896062409425e-02       6.282560766528e+00       2.897193711142e-09       1.131848545034e-06       1.386288512066e-07 
 1537       5.689539625631e+02       1.632037074243e+01       7.887227015678e-02       6.286806085732e+00       2.893201042288e-09       1.119338446741e-06       1.400748302589e-07 
 1538       5.659178156475e+02       1.642350112803e+01       7.878374483931e-02       6.281850084024e+00       2.889214996598e-09       1.106775717189e-06       1.414995613161e-07 
 1539       5.628924547348e+02       1.652639296822e+01       7.869506008925e-02       6.267758404601e+00       2.885235563933e-09       1.094168451197e-06       1.429029670131e-07 
 1540       5.598785583851e+02       1.662899625605e+01       7.860622791470e-02       6.244597171811e+00       2.881262732748e-09       1.081524807423e-06       1.442849701150e-07 
 1541       5.568768084272e+02       1.673126073078e+01       7.851726038452e-02       6.212432992003e+00       2.877296490083e-09       1.068853008575e-06       1.456454935180e-07 
 1542       5.538878899642e+02       1.683313587747e+01       7.842816962846e-02       6.171332954389e+00       2.873336821550e-09       1.056161341614e-06       1.469844602505e-07 
 1543       5.509124913786e+02       1.693457092659e+01       7.833896783723e-02       6.121364631899e+00       2.869383711326e-09       1.043458157970e-06       1.483017934747e-07 
 1544       5.479513043371e+02       1.703551485358e+01       7.824966726264e-02       6.062596082035e+00       2.865437142141e-09       1.030751873743e-06       1.495974164876e-07 
 1545       5.450050237960e+02       1.713591637848e+01       7.816028021764e-02       5.995095847734e+00       2.861497095269e-09       1.018050969915e-06       1.508712527224e-07 
 1546       5.420743480065e+02       1.723572396551e+01       7.807081907644e-02       5.918932958217e+00       2.857563550519e-09       1.005363992559e-06       1.521232257500e-07 
 1547       5.391599785194e+02       1.733488582262e+01       7.798129627463e-02       5.834176929854e+00       2.853636486222e-09       9.926995530477e-07       1.533532592796e-07 
 1548       5.362626201905e+02       1.743334990116e+01       7.789172430923e-02       5.740897767012e+00       2.849715879221e-09       9.800663282619e-07       1.545612771607e-07 
 1549       5.333829811859e+02       1.753106389541e+01       7.780211573884e-02       5.639165962921e+00       2.845801704866e-09       9.674730608025e-07       1.557472033841e-07 
 1550       5.305217729867e+02       1.762797524219e+01       7.771248318367e-02       5.529052500523e+00       2.841893936997e-09       9.549285591991e-07       1.569109620829e-07 
 1551       5.276797103945e+02       1.772403112046e+01       7.762283932573e-02       5.410628853333e+00       2.837992547936e-09       9.424416981205e-07       1.580524775342e-07 
 1552       5.248575115366e+02       1.781917845092e+01       7.753319690881e-02       5.283966986294e+00       2.834097508479e-09       9.300214185850e-07       1.591716741603e-07 
 1553       5.220558978705e+02       1.791336389555e+01       7.744356873867e-02       5.149139356636e+00       2.830208787884e-09       9.176767281720e-07       1.602684765298e-07 
 1554       5.192755941900e+02       1.800653385728e+01       7.735396768311e-02       5.006218914730e+00       2.826326353859e-09       9.054167012322e-07       1.613428093590e-07 
 1555       5.165173286296e+02       1.809863447954e+01       7.726440667204e-02       4.855279104945e+00       2.822450172555e-09       8.932504790997e-07       1.623945975132e-07 
 1556       5.137818326699e+02       1.818961164582e+01       7.717489869761e-02       4.696393866508e+00       2.818580208552e-09       8.811872703031e-07       1.634237660080e-07 
 1557       5.110698411426e+02       1.827941097933e+01       7.708545681428e-02       4.529637634357e+00       2.814716424852e-09       8.692363507778e-07       1.644302400105e-07 
 1558       5.083820070455e+02       1.836798304629e+01       7.699609329031e-02       4.355096349133e+00       2.810858791557e-09       8.574055013996e-07       1.654139775086e-07 
 1559       5.057186451011e+02       1.845529902014e+01       7.690681705322e-02       4.172900598494e+00       2.807007312117e-09       8.456962960832e-07       1.663750678191e-07 
 1560       5.030799858003e+02       1.854133516361e+01       7.681763622050e-02       3.983192788671e+00       2.803161997554e-09       8.341087477850e-07       1.673136344685e-07 
 1561       5.004662603750e+02       1.862606763815e+01       7.672855894617e-02       3.786116164973e+00       2.799322857810e-09       8.226428651545e-07       1.682298026572e-07 
 1562       4.978777007998e+02       1.870947250380e+01       7.663959342080e-02       3.581814813191e+00       2.795489901733e-09       8.112986525153e-07       1.691236992654e-07 
 1563       4.953145397920e+02       1.879152571906e+01       7.655074787157e-02       3.370433660992e+00       2.791663137076e-09       8.000761098459e-07       1.699954528593e-07 
 1564       4.927770108131e+02       1.887220314066e+01       7.646203056234e-02       3.152118479325e+00       2.787842570483e-09       7.889752327608e-07       1.708451936975e-07 
 1565       4.902653480696e+02       1.895148052352e+01       7.637344979367e-02       2.927015883821e+00       2.784028207486e-09       7.779960124916e-07       1.716730537367e-07 
 1566       4.877797865139e+02       1.902933352049e+01       7.628501390291e-02       2.695273336192e+00       2.780220052492e-09       7.671384358678e-07       1.724791666386e-07 
 1567       4.853205618451e+02       1.910573768230e+01       7.619673126424e-02       2.457039145633e+00       2.776418108778e-09       7.564024852975e-07       1.732636677755e-07 
 1568       4.828879105104e+02       1.918066845731e+01       7.610861028873e-02       2.212462470221e+00       2.772622378482e-09       7.457881387488e-07       1.740266942366e-07 
 1569       4.804820697053e+02       1.925410119146e+01       7.602065942438e-02       1.961693318318e+00       2.768832862594e-09       7.352953697302e-07       1.747683848347e-07 
 1570       4.781032773753e+02       1.932601112803e+01       7.593288715619e-02       1.704882549970e+00       2.765049560951e-09       7.249241472716e-07       1.754888801116e-07 
 1571       4.757517722162e+02       1.939637340754e+01       7.584530200620e-02       1.442181878309e+00       2.761272472224e-09       7.146744359051e-07       1.761883223453e-07 
 1572       4.734277936753e+02       1.946516306759e+01       7.575791253358e-02       1.173743870953e+00       2.757501593912e-09       7.045461956458e-07       1.768668555555e-07 
 1573       4.711315819525e+02       1.953235504270e+01       7.567072733462e-02       8.997219514038e-01       2.753736922335e-09       6.945393819723e-07       1.775246255099e-07 
 1574       4.688633780009e+02       1.959792416418e+01       7.558375504284e-02       6.202704004540e-01       2.749978452623e-09       6.846539458078e-07       1.781617797311e-07 
 1575       4.666234235278e+02       1.966184515995e+01       7.549700432905e-02       3.355443575821e-01       2.746226178710e-09       6.748898335006e-07       1.787784675021e-07 
 1576       4.644119609959e+02       1.972409265439e+01       7.541048390133e-02       4.569982235570e-02       2.742480093325e-09       6.652469868047e-07       1.793748398729e-07 
 1577       4.622292336239e+02       1.978464116825e+01       7.532420250517e-02      -2.491063441684e-01       2.738740187982e-09       6.557253428603e-07       1.799510496671e-07 
 1578       4.600754853877e+02       1.984346511840e+01       7.523816892349e-02      -5.487164180435e-01       2.735006452973e-09       6.463248341749e-07       1.805072514877e-07 
 1579       4.579509610210e+02       1.990053881775e+01       7.515239197669e-02      -8.529718110324e-01       2.731278877360e-09       6.370453886034e-07       1.810436017234e-07 
 1580       4.558559060164e+02       1.995583647510e+01       7.506688052270e-02      -1.161713069206e+00       2.727557448967e-09       6.278869293288e-07       1.815602585554e-07 
 1581       4.537905666267e+02       2.000933219495e+01       7.498164345705e-02      -1.474779871545e+00       2.723842154367e-09       6.188493748427e-07       1.820573819634e-07 
 1582       4.517551898651e+02       2.006099997736e+01       7.489668971291e-02      -1.792011028536e+00       2.720132978880e-09       6.099326389260e-07       1.825351337317e-07 
 1583       4.497500235067e+02       2.011081371783e+01       7.481202826117e-02      -2.113244480772e+00       2.716429906560e-09       6.011366306290e-07       1.829936774560e-07 
 1584       4.477753160892e+02       2.015874720711e+01       7.472766811047e-02      -2.438317297552e+00       2.712732920188e-09       5.924612542521e-07       1.834331785495e-07 
 1585       4.458313169138e+02       2.020477413107e+01       7.464361830724e-02      -2.767065675483e+00       2.709042001263e-09       5.839064093260e-07       1.838538042493e-07 
 1586       4.439182760462e+02       2.024886807056e+01       7.455988793581e-02      -3.099324937074e+00       2.705357129993e-09       5.754719905926e-07       1.842557236227e-07 
 1587       4.420364443177e+02       2.029100250122e+01       7.447648611840e-02      -3.434929529338e+00       2.701678285287e-09       5.671578879844e-07       1.846391075736e-07 
 1588       4.401860733258e+02       2.033115079337e+01       7.439342201522e-02      -3.773713022393e+00       2.698005444746e-09       5.589639866059e-07       1.850041288489e-07 
 1589       4.383674154353e+02       2.036928621185e+01       7.431070482450e-02      -4.115508108058e+00       2.694338584656e-09       5.508901667132e-07       1.853509620450e-07 
 1590       4.365807237792e+02       2.040538191585e+01       7.422834378257e-02      -4.460146598456e+00       2.690677679975e-09       5.429363036943e-07       1.856797836140e-07 
 1591       4.348262522597e+02       2.043941095876e+01       7.414634816388e-02      -4.807459424609e+00       2.687022704329e-09       5.351022680497e-07       1.859907718701e-07 
 1592       4.331042555490e+02       2.047134628805e+01       7.406472728109e-02      -5.157276635042e+00       2.683373630000e-09       5.273879253724e-07       1.862841069962e-07 
 1593       4.314149890904e+02       2.050116074510e+01       7.398349048508e-02      -5.509427394378e+00       2.679730427918e-09       5.197931363280e-07       1.865599710501e-07 
 1594       4.297587090991e+02       2.052882706503e+01       7.390264716505e-02      -5.863739981941e+00       2.676093067655e-09       5.123177566352e-07       1.868185479713e-07 
 1595       4.281356725630e+02       2.055431787659e+01       7.382220674856e-02      -6.220041790352e+00       2.672461517409e-09       5.049616370454e-07       1.870600235869e-07 
 1596       4.265461372440e+02       2.057760570198e+01       7.374217870156e-02      -6.578159324130e+00       2.668835744004e-09       4.977246233232e-07       1.872845856185e-07 
 1597       4.249902854958e+02       2.059866883363e+01       7.366257117030e-02      -6.937924788408e+00       2.665215720413e-09       4.906061682394e-07       1.874923681066e-07 
 1598       4.234679949528e+02       2.061750902371e+01       7.358338689315e-02      -7.299195923889e+00       2.661601448512e-09       4.836041617562e-07       1.876832838370e-07 
 1599       4.219790657424e+02       2.063413395638e+01       7.350462725142e-02      -7.661836350799e+00       2.657992936730e-09       4.767160847381e-07       1.878571896260e-07 
 1600       4.205232964750e+02       2.064855138565e+01       7.342629362414e-02      -8.025708994163e+00       2.654390192535e-09       4.699393954082e-07       1.880139416926e-07 
 1601       4.191004842407e+02       2.066076913558e+01       7.334838738805e-02      -8.390676082723e+00       2.650793222431e-09       4.632715292735e-07       1.881533956568e-07 
 1602       4.177104246073e+02       2.067079510032e+01       7.327090991757e-02      -8.756599147841e+00       2.647202031952e-09       4.567098990500e-07       1.882754065387e-07 
 1603       4.163529116172e+02       2.067863724429e+01       7.319386258483e-02      -9.123339022411e+00       2.643616625653e-09       4.502518945875e-07       1.883798287564e-07 
 1604       4.150277377850e+02       2.068430360231e+01       7.311724675963e-02      -9.490755839769e+00       2.640037007101e-09       4.438948827945e-07       1.884665161255e-07 
 1605       4.137346940947e+02       2.068780227968e+01       7.304106380942e-02      -9.858709032599e+00       2.636463178874e-09       4.376362075628e-07       1.885353218569e-07 
 1606       4.124735699969e+02       2.068914145235e+01       7.296531509934e-02      -1.022705733185e+01       2.632895142549e-09       4.314731896921e-07       1.885860985560e-07 
 1607       4.112441534067e+02       2.068832936703e+01       7.289000199216e-02      -1.059565876562e+01       2.629332898696e-09       4.254031268148e-07       1.886186982211e-07 
 1608       4.100462307005e+02       2.068537434130e+01       7.281512584831e-02      -1.096437065811e+01       2.625776446873e-09       4.194232933200e-07       1.886329722419e-07 
 1609       4.088795867134e+02       2.068028476377e+01       7.274068802583e-02      -1.133304962850e+01       2.622225785617e-09       4.135309402780e-07       1.886287713985e-07 
 1610       4.077440047369e+02       2.067306909416e+01       7.266668988039e-02      -1.170155158986e+01       2.618680912435e-09       4.077232953648e-07       1.886059458594e-07 
 1611       4.066392665159e+02       2.066373586347e+01       7.259313276528e-02      -1.206973174806e+01       2.615141823804e-09       4.019975627859e-07       1.885643451808e-07 
 1612       4.055651522462e+02       2.065229367408e+01       7.252001803138e-02      -1.243744460070e+01       2.611608515155e-09       3.963509232002e-07       1.885038183047e-07 
 1613       4.045214405720e+02       2.063875119988e+01       7.244734702718e-02      -1.280454393599e+01       2.608080980872e-09       3.907805336446e-07       1.884242135577e-07 
 1614       4.035079085827e+02       2.062311718641e+01       7.237512109873e-02      -1.317088283169e+01       2.604559214284e-09       3.852835274570e-07       1.883253786498e-07 
 1615       4.025243318110e+02       2.060540045096e+01       7.230334158969e-02      -1.353631365398e+01       2.601043207653e-09       3.798570142007e-07       1.882071606726e-07 
 1616       4.015704842295e+02       2.058560988270e+01       7.223200984125e-02      -1.390068805640e+01       2.597532952174e-09       3.744980795879e-07       1.880694060981e-07 
 1617       4.006461382487e+02       2.056375444284e+01       7.216112719218e-02      -1.426385697876e+01       2.594028437963e-09       3.692037854030e-07       1.879119607776e-07 
 1618       3.997510647140e+02       2.053984316471e+01       7.209069497879e-02      -1.462567064603e+01       2.590529654052e-09       3.639711694262e-07       1.877346699397e-07 
 1619       3.988850329029e+02       2.051388515391e+01       7.202071453492e-02      -1.498597856726e+01       2.587036588378e-09       3.587972453572e-07       1.875373781894e-07 
 1620       3.980478105228e+02       2.048588958842e+01       7.195118719195e-02      -1.534462953448e+01       2.583549227782e-09       3.536790027377e-07       1.873199295065e-07 
 1621       3.972391637080e+02       2.045586571876e+01       7.188211427876e-02      -1.570147162164e+01       2.580067557995e-09       3.486134068756e-07       1.870821672443e-07 
 1622       3.964588570172e+02       2.042382286808e+01       7.181349712177e-02      -1.605635218348e+01       2.576591563638e-09       3.435973987670e-07       1.868239341280e-07 
 1623       3.957066534306e+02       2.038977043229e+01       7.174533704487e-02      -1.640911785445e+01       2.573121228205e-09       3.386278950200e-07       1.865450722536e-07 
 1624       3.949823143477e+02       2.035371788019e+01       7.167763536945e-02      -1.675961454763e+01       2.569656534066e-09       3.337017877771e-07       1.862454230861e-07 
 1625       3.942855995841e+02       2.031567475362e+01       7.161039341438e-02      -1.710768745365e+01       2.566197462452e-09       3.288159446384e-07       1.859248274585e-07 
 1626       3.936162673695e+02       2.027565066755e+01       7.154361249602e-02      -1.745318103957e+01       2.562743993452e-09       3.239672085838e-07       1.855831255701e-07 
 1627       3.929740743443e+02       2.023365531021e+01       7.147729392816e-02      -1.779593904779e+01       2.559296106002e-09       3.191523978960e-07       1.852201569853e-07 
 1628       3.923587755576e+02       2.018969844324e+01       7.141143902206e-02      -1.813580449499e+01       2.555853777880e-09       3.143683060827e-07       1.848357606319e-07 
 1629       3.917701244641e+02       2.014378990179e+01       7.134604908643e-02      -1.847261967102e+01       2.552416985699e-09       3.096117017992e-07       1.844297748001e-07 
 1630       3.912078729217e+02       2.009593959467e+01       7.128112542740e-02      -1.880622613779e+01       2.548985704898e-09       3.048793287707e-07       1.840020371408e-07 
 1631       3.906717711888e+02       2.004615750445e+01       7.121666934853e-02      -1.913646472824e+01       2.545559909734e-09       3.001679057145e-07       1.835523846641e-07 
 1632       3.901615679215e+02       1.999445368759e+01       7.115268215080e-02      -1.946317554516e+01       2.542139573276e-09       2.954741262619e-07       1.830806537383e-07 
 1633       3.896770101712e+02       1.994083827459e+01       7.108916513258e-02      -1.978619796018e+01       2.538724667397e-09       2.907946588805e-07       1.825866800879e-07 
 1634       3.892178433817e+02       1.988532147008e+01       7.102611958966e-02      -2.010537061264e+01       2.535315162767e-09       2.861261467960e-07       1.820702987928e-07 
 1635       3.887838113868e+02       1.982791355299e+01       7.096354681518e-02      -2.042053140850e+01       2.531911028842e-09       2.814652079139e-07       1.815313442863e-07 
 1636       3.883746274061e+02       1.976862814585e+01       7.090144708699e-02      -2.073153506993e+01       2.528512240415e-09       2.768090992131e-07       1.809697350534e-07 
 1637       3.879898867555e+02       1.970749205467e+01       7.083981661951e-02      -2.103830595787e+01       2.525118797391e-09       2.721577198334e-07       1.803857289699e-07 
 1638       3.876291533511e+02       1.964453551732e+01       7.077865058455e-02      -2.134078571967e+01       2.521730705349e-09       2.675116346857e-07       1.797796713833e-07 
 1639       3.872919886354e+02       1.957978894257e+01       7.071794412151e-02      -2.163891578095e+01       2.518347969013e-09       2.628714124244e-07       1.791519107337e-07 
 1640       3.869779515737e+02       1.951328291037e+01       7.065769233727e-02      -2.193263734536e+01       2.514970592246e-09       2.582376254586e-07       1.785027985641e-07 
 1641       3.866865986498e+02       1.944504817211e+01       7.059789030622e-02      -2.222189139422e+01       2.511598578044e-09       2.536108499627e-07       1.778326895300e-07 
 1642       3.864174838620e+02       1.937511565089e+01       7.053853307012e-02      -2.250661868622e+01       2.508231928529e-09       2.489916658875e-07       1.771419414096e-07 
 1643       3.861701587196e+02       1.930351644181e+01       7.047961563811e-02      -2.278675975717e+01       2.504870644948e-09       2.443806569708e-07       1.764309151137e-07 
 1644       3.859441722386e+02       1.923028181222e+01       7.042113298662e-02      -2.306225491962e+01       2.501514727659e-09       2.397784107488e-07       1.756999746960e-07 
 1645       3.857390709376e+02       1.915544320200e+01       7.036308005931e-02      -2.333304426261e+01       2.498164176133e-09       2.351855185667e-07       1.749494873628e-07 
 1646       3.855543988345e+02       1.907903222384e+01       7.030545176705e-02      -2.359906765134e+01       2.494818988941e-09       2.306025755897e-07       1.741798234833e-07 
 1647       3.853896974417e+02       1.900108066351e+01       7.024824298784e-02      -2.386026472687e+01       2.491479163753e-09       2.260301808141e-07       1.733913565998e-07 
