# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02334e-05 to 10.5702 h/Mpc,
# number of wavenumbers equal to 615
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       3.299037874267e-01       5.278182177950e+05       5.252555798825e+05       1.027231665981e+00       9.547057904605e-01       0.000000000000e+00       5.272544543226e+05 
       3.330401232418e-01       5.199816705645e+05       5.174323222241e+05       9.986372157446e-01       9.335191285355e-01       0.000000000000e+00       5.194223789502e+05 
       3.361764595979e-01       5.122554185157e+05       5.097176996376e+05       9.075377367855e-01       9.013637516653e-01       0.000000000000e+00       5.117003038178e+05 
       3.393127964798e-01       5.046889783075e+05       5.021635430717e+05       9.570127791196e-01       8.712660870536e-01       0.000000000000e+00       5.041380950027e+05 
       3.424491338731e-01       4.973245440445e+05       4.948140040544e+05       9.430382829511e-01       8.415572343293e-01       0.000000000000e+00       4.967782419884e+05 
       3.455854717638e-01       4.901996376253e+05       4.877080389707e+05       8.433299634646e-01       8.099510385467e-01       0.000000000000e+00       4.896584811633e+05 
       3.487218101384e-01       4.833282843034e+05       4.808605782896e+05       8.617824121492e-01       7.769883079674e-01       0.000000000000e+00       4.827929761014e+05 
       3.518581489838e-01       4.767240053037e+05       4.742853941087e+05       8.292970123237e-01       7.535519228056e-01       0.000000000000e+00       4.761952834086e+05 
       3.549944882876e-01       4.703827775425e+05       4.679781747714e+05       7.754241969405e-01       7.365727356770e-01       0.000000000000e+00       4.698613357966e+05 
       3.581308280377e-01       4.642892018596e+05       4.619227569105e+05       7.863753612623e-01       7.128810095672e-01       0.000000000000e+00       4.637756184682e+05 
       3.612671682224e-01       4.584189547289e+05       4.560936956244e+05       7.249048499411e-01       6.959863569838e-01       0.000000000000e+00       4.579136386918e+05 
       3.644035088304e-01       4.527389677011e+05       4.504565956120e+05       6.985375707006e-01       6.794503721207e-01       0.000000000000e+00       4.522421291500e+05 
       3.675398498509e-01       4.472185270867e+05       4.449793194470e+05       7.294902483972e-01       6.601576970715e-01       0.000000000000e+00       4.467301613001e+05 
       3.706761912733e-01       4.418207342403e+05       4.396236366907e+05       6.747202361711e-01       6.349553527858e-01       0.000000000000e+00       4.413406379658e+05 
       3.738125330874e-01       4.365139561261e+05       4.343567517544e+05       6.425202556755e-01       6.174105494460e-01       0.000000000000e+00       4.360417526752e+05 
       3.769488752835e-01       4.312732514549e+05       4.291528217181e+05       6.621388046957e-01       5.992603365164e-01       0.000000000000e+00       4.308084297398e+05 
       3.800852178520e-01       4.260756559089e+05       4.239883246320e+05       6.274663046749e-01       5.806774308287e-01       0.000000000000e+00       4.256176239835e+05 
       3.832215607839e-01       4.209132779857e+05       4.188551196411e+05       6.000515237512e-01       5.664633328283e-01       0.000000000000e+00       4.204614070441e+05 
       3.863579040701e-01       4.157748226693e+05       4.137420412249e+05       5.905915835540e-01       5.515419461424e-01       0.000000000000e+00       4.153285077192e+05 
       3.894942477021e-01       4.106674240102e+05       4.086565888245e+05       5.554914566067e-01       5.360008544388e-01       0.000000000000e+00       4.102261154181e+05 
       3.926305916715e-01       4.055948665044e+05       4.036031779028e+05       5.539117829934e-01       5.190333032590e-01       0.000000000000e+00       4.051581128462e+05 
       3.957669359704e-01       4.005749483612e+05       3.986003411627e+05       5.512737757586e-01       5.065824251145e-01       0.000000000000e+00       4.001424084582e+05 
       3.989032805910e-01       3.956170142114e+05       3.936582718425e+05       5.123107124042e-01       4.877213722804e-01       0.000000000000e+00       3.951884776606e+05 
       4.020396255255e-01       3.907399425963e+05       3.887966427941e+05       5.090850651508e-01       4.752711969696e-01       0.000000000000e+00       3.903153183521e+05 
       4.051759707669e-01       3.859563302038e+05       3.840287840792e+05       5.111411753250e-01       4.636005036225e-01       0.000000000000e+00       3.855356388690e+05 
       4.083123163079e-01       3.812814105509e+05       3.793705001176e+05       4.863134466102e-01       4.544844472580e-01       0.000000000000e+00       3.808647579966e+05 
       4.114486621416e-01       3.767197640973e+05       3.748267977979e+05       4.732130665059e-01       4.393943370081e-01       0.000000000000e+00       3.763073219572e+05 
       4.145850082614e-01       3.722786192578e+05       3.704051078367e+05       4.579467907920e-01       4.315835911909e-01       0.000000000000e+00       3.718705888286e+05 
       4.177213546609e-01       3.679609095644e+05       3.661083740820e+05       4.465561538429e-01       4.195327141517e-01       0.000000000000e+00       3.675574928802e+05 
       4.208577013337e-01       3.637605286401e+05       3.619303497946e+05       4.396806610094e-01       4.076148859591e-01       0.000000000000e+00       3.633619074895e+05 
       4.239940482738e-01       3.596708153079e+05       3.578640795561e+05       4.181754108125e-01       3.936009058830e-01       0.000000000000e+00       3.592771271689e+05 
       4.271303954753e-01       3.556831540835e+05       3.539005513004e+05       4.086117935659e-01       3.850212454727e-01       0.000000000000e+00       3.552944766106e+05 
       4.302667429324e-01       3.517860095764e+05       3.500277856625e+05       4.032907420668e-01       3.735965516751e-01       0.000000000000e+00       3.514023540158e+05 
       4.334030906395e-01       3.479673539174e+05       3.462333030435e+05       3.933022749204e-01       3.640262938276e-01       0.000000000000e+00       3.475886640359e+05 
       4.365394385913e-01       3.442153532677e+05       3.425048533049e+05       3.863776935572e-01       3.566428327341e-01       0.000000000000e+00       3.438415108743e+05 
       4.396757867824e-01       3.405226152679e+05       3.388346821998e+05       3.687530190298e-01       3.473768153293e-01       0.000000000000e+00       3.401534474296e+05 
       4.428121352079e-01       3.368751464222e+05       3.352085661258e+05       3.637353017123e-01       3.402575375126e-01       0.000000000000e+00       3.365104482228e+05 
       4.459484838627e-01       3.332713835368e+05       3.316247731938e+05       3.619688851792e-01       3.310623892136e-01       0.000000000000e+00       3.329109239694e+05 
       4.490848327419e-01       3.297053305360e+05       3.280772796763e+05       3.394940288802e-01       3.258014416870e-01       0.000000000000e+00       3.293488760543e+05 
       4.522211818410e-01       3.261756816277e+05       3.245648439284e+05       3.329964620114e-01       3.133150346023e-01       0.000000000000e+00       3.258230091857e+05 
       4.553575311554e-01       3.226820247965e+05       3.210872104840e+05       3.308182888723e-01       3.094498332839e-01       0.000000000000e+00       3.223329361222e+05 
       4.584938806806e-01       3.192286985425e+05       3.176489253511e+05       3.172392793019e-01       2.996649014199e-01       0.000000000000e+00       3.188830267163e+05 
       4.616302304123e-01       3.158193392898e+05       3.142538805124e+05       3.161411888660e-01       2.947261769592e-01       0.000000000000e+00       3.154769565336e+05 
       4.647665803463e-01       3.124566337681e+05       3.109050384078e+05       3.063829959289e-01       2.837168724953e-01       0.000000000000e+00       3.121174548960e+05 
       4.679029304785e-01       3.091472313780e+05       3.076092952032e+05       2.939914273491e-01       2.811871889579e-01       0.000000000000e+00       3.088112080453e+05 
       4.710392808051e-01       3.058935988178e+05       3.043693487034e+05       2.981314154460e-01       2.718796141327e-01       0.000000000000e+00       3.055607183226e+05 
       4.741756313220e-01       3.026995192644e+05       3.011891550094e+05       2.877397323506e-01       2.663455685350e-01       0.000000000000e+00       3.023697949823e+05 
       4.773119820255e-01       2.995659827768e+05       2.980698261995e+05       2.735978663691e-01       2.582172273451e-01       0.000000000000e+00       2.992394469975e+05 
       4.804483329120e-01       2.964946347595e+05       2.950130586763e+05       2.742741449133e-01       2.540961806565e-01       0.000000000000e+00       2.961713273088e+05 
       4.835846839779e-01       2.934868799130e+05       2.920202434233e+05       2.660518440291e-01       2.462855865601e-01       0.000000000000e+00       2.931668380269e+05 
       4.867210352198e-01       2.905377085952e+05       2.890863276394e+05       2.570584956415e-01       2.420749992558e-01       0.000000000000e+00       2.902209642369e+05 
       4.898573866341e-01       2.876468764979e+05       2.862109561535e+05       2.552865553100e-01       2.366423122009e-01       0.000000000000e+00       2.873334442503e+05 
       4.929937382177e-01       2.848095351868e+05       2.833891590056e+05       2.462311727408e-01       2.324303715234e-01       0.000000000000e+00       2.844994119669e+05 
       4.961300899672e-01       2.820218445403e+05       2.806169546229e+05       2.419384543230e-01       2.271216301064e-01       0.000000000000e+00       2.817150061601e+05 
       4.992664418797e-01       2.792801449356e+05       2.778905413777e+05       2.412627194680e-01       2.235931050655e-01       0.000000000000e+00       2.789765459581e+05 
       5.024027939519e-01       2.765794945611e+05       2.752048555639e+05       2.304847548171e-01       2.173915350364e-01       0.000000000000e+00       2.762790718524e+05 
       5.055391461810e-01       2.739170924680e+05       2.725569901603e+05       2.250900317091e-01       2.116195739668e-01       0.000000000000e+00       2.736197670451e+05 
       5.086754985639e-01       2.712891490579e+05       2.699430873105e+05       2.244165645470e-01       2.069958517793e-01       0.000000000000e+00       2.709948323397e+05 
       5.118118510980e-01       2.686948567330e+05       2.673622949686e+05       2.162589869057e-01       2.020443057957e-01       0.000000000000e+00       2.684034533823e+05 
       5.149482037803e-01       2.661320392383e+05       2.648124362920e+05       2.109306793575e-01       1.970896277225e-01       0.000000000000e+00       2.658434544871e+05 
       5.180845566083e-01       2.635995493544e+05       2.622923933585e+05       2.073792232020e-01       1.927188064948e-01       0.000000000000e+00       2.633136933953e+05 
       5.212209095792e-01       2.610987882678e+05       2.598036139477e+05       2.018048019343e-01       1.908799226036e-01       0.000000000000e+00       2.608155782045e+05 
       5.243572626905e-01       2.586286034998e+05       2.573450248038e+05       1.999695284285e-01       1.858330402071e-01       0.000000000000e+00       2.583479692596e+05 
       5.274936159397e-01       2.561908170590e+05       2.549185261002e+05       1.954389823131e-01       1.826214875216e-01       0.000000000000e+00       2.559127003240e+05 
       5.306299693243e-01       2.537862016421e+05       2.525249769357e+05       1.894222439773e-01       1.780458178743e-01       0.000000000000e+00       2.535105574642e+05 
       5.337663228420e-01       2.514150372930e+05       2.501647412316e+05       1.874639447721e-01       1.748940670940e-01       0.000000000000e+00       2.511418338479e+05 
       5.369026764903e-01       2.490801178982e+05       2.478406737230e+05       1.837667195280e-01       1.699824846510e-01       0.000000000000e+00       2.488093320939e+05 
       5.400390302671e-01       2.467810093987e+05       2.455523989290e+05       1.791127616520e-01       1.672330203517e-01       0.000000000000e+00       2.465126274994e+05 
       5.431753841701e-01       2.445170027868e+05       2.432992476888e+05       1.749801900857e-01       1.641304886281e-01       0.000000000000e+00       2.442510175461e+05 
       5.463117381970e-01       2.422906214064e+05       2.410837475811e+05       1.710193360053e-01       1.607072800799e-01       0.000000000000e+00       2.420270254800e+05 
       5.494480923458e-01       2.400986902602e+05       2.389027334791e+05       1.689037750339e-01       1.583925797753e-01       0.000000000000e+00       2.398374788216e+05 
       5.525844466145e-01       2.379406208643e+05       2.367555975589e+05       1.648454331367e-01       1.545533132145e-01       0.000000000000e+00       2.376817862198e+05 
       5.557208010009e-01       2.358171570172e+05       2.346430445763e+05       1.608364231796e-01       1.510519623874e-01       0.000000000000e+00       2.355606851009e+05 
       5.588571555030e-01       2.337252908428e+05       2.325620354953e+05       1.589960100084e-01       1.464756676295e-01       0.000000000000e+00       2.334711635955e+05 
       5.619935101190e-01       2.316647610331e+05       2.305122612694e+05       1.553589360898e-01       1.445730305310e-01       0.000000000000e+00       2.314129529581e+05 
       5.651298648469e-01       2.296332571551e+05       2.284913736049e+05       1.524708677975e-01       1.407895312473e-01       0.000000000000e+00       2.293837374950e+05 
       5.682662196849e-01       2.276280243309e+05       2.264965865217e+05       1.495577707291e-01       1.386534179911e-01       0.000000000000e+00       2.273807582673e+05 
       5.714025746311e-01       2.256500819627e+05       2.245288793447e+05       1.452272119488e-01       1.367573864317e-01       0.000000000000e+00       2.254050280572e+05 
       5.745389296838e-01       2.236976081130e+05       2.225864132355e+05       1.437682165171e-01       1.352578710671e-01       0.000000000000e+00       2.234547228196e+05 
       5.776752848412e-01       2.217687547050e+05       2.206673347460e+05       1.411471686637e-01       1.322341616231e-01       0.000000000000e+00       2.215279941914e+05 
       5.808116401017e-01       2.198636769396e+05       2.187717960535e+05       1.366045730304e-01       1.293207273121e-01       0.000000000000e+00       2.196249968506e+05 
       5.839479954635e-01       2.179818046029e+05       2.168992375925e+05       1.351753675875e-01       1.267338817094e-01       0.000000000000e+00       2.177451624338e+05 
       5.870843509251e-01       2.161225407157e+05       2.150490817125e+05       1.330191152742e-01       1.234266635796e-01       0.000000000000e+00       2.158878971855e+05 
       5.902207064848e-01       2.142868958770e+05       2.132223573008e+05       1.298126469893e-01       1.209918528272e-01       0.000000000000e+00       2.140542142781e+05 
       5.933570621411e-01       2.124746339087e+05       2.114188556749e+05       1.282274799512e-01       1.188403872604e-01       0.000000000000e+00       2.122438819348e+05 
       5.964934178925e-01       2.106848932314e+05       2.096377464666e+05       1.251599585564e-01       1.171357016152e-01       0.000000000000e+00       2.104560437515e+05 
       5.996297737374e-01       2.089174183735e+05       2.078788011247e+05       1.224969348446e-01       1.148507081278e-01       0.000000000000e+00       2.086904485733e+05 
       6.027661296744e-01       2.071740330753e+05       2.061438572951e+05       1.213925675643e-01       1.134257863015e-01       0.000000000000e+00       2.069489217773e+05 
       6.059024857021e-01       2.054536671155e+05       2.044318666333e+05       1.182365419791e-01       1.105443132839e-01       0.000000000000e+00       2.052303969109e+05 
       6.090388418190e-01       2.037559508488e+05       2.027424721526e+05       1.155732902910e-01       1.082757706441e-01       0.000000000000e+00       2.035345064348e+05 
       6.121751980239e-01       2.020823861886e+05       2.010771736809e+05       1.144932283415e-01       1.055965233576e-01       0.000000000000e+00       2.018627514787e+05 
       6.153115543152e-01       2.004314159050e+05       1.994344197091e+05       1.119582743106e-01       1.048058099242e-01       0.000000000000e+00       2.002135761859e+05 
       6.184479106918e-01       1.988004568422e+05       1.978116322282e+05       1.097744164924e-01       1.019541318832e-01       0.000000000000e+00       1.985843989943e+05 
       6.215842671523e-01       1.971934628763e+05       1.962127366280e+05       1.082868265797e-01       1.015744977079e-01       0.000000000000e+00       1.969791680964e+05 
       6.247206236955e-01       1.956063104018e+05       1.946336146719e+05       1.059035563742e-01       9.944196657865e-02       0.000000000000e+00       1.953937619821e+05 
       6.278569803200e-01       1.940387158348e+05       1.930739695321e+05       1.043039439381e-01       9.882774892399e-02       0.000000000000e+00       1.938278950689e+05 
       6.309933370248e-01       1.924932639764e+05       1.915363599755e+05       1.026388648390e-01       9.531289049749e-02       0.000000000000e+00       1.922841472742e+05 
       6.341296938086e-01       1.909650392642e+05       1.900158797547e+05       1.000833248548e-01       9.428428829442e-02       0.000000000000e+00       1.907576059939e+05 
       6.372660506702e-01       1.894556390888e+05       1.885141084954e+05       9.861644190865e-02       9.135313522922e-02       0.000000000000e+00       1.892498653367e+05 
       6.404024076085e-01       1.879642877324e+05       1.870302665029e+05       9.718438358747e-02       9.010988923518e-02       0.000000000000e+00       1.877601491943e+05 
       6.435387646224e-01       1.864903221134e+05       1.855636895720e+05       9.508789925279e-02       8.814373827562e-02       0.000000000000e+00       1.862877945088e+05 
       6.466751217107e-01       1.850351776329e+05       1.841158058704e+05       9.352455074269e-02       8.744879790466e-02       0.000000000000e+00       1.848342351076e+05 
       6.498114788724e-01       1.835960887174e+05       1.826838646535e+05       9.193468508856e-02       8.600245158974e-02       0.000000000000e+00       1.833967085908e+05 
       6.529478361065e-01       1.821730275982e+05       1.812678431389e+05       9.041256498784e-02       8.480477569902e-02       0.000000000000e+00       1.819751879832e+05 
       6.560841934118e-01       1.807672181094e+05       1.798689663394e+05       8.905139679428e-02       8.361075285472e-02       0.000000000000e+00       1.805708969334e+05 
       6.592205507874e-01       1.793781538254e+05       1.784867379049e+05       8.726844870677e-02       8.155079406079e-02       0.000000000000e+00       1.791833307557e+05 
       6.623569082322e-01       1.780048297861e+05       1.771201655067e+05       8.575843394361e-02       8.005281519458e-02       0.000000000000e+00       1.778114867843e+05 
       6.654932657453e-01       1.766480105564e+05       1.757700179162e+05       8.443299688057e-02       7.859720663213e-02       0.000000000000e+00       1.764561300142e+05 
       6.686296233258e-01       1.753071559087e+05       1.744357639758e+05       8.294363315078e-02       7.765523333542e-02       0.000000000000e+00       1.751167218101e+05 
       6.717659809726e-01       1.739823184033e+05       1.731174611702e+05       8.157377948789e-02       7.600929106422e-02       0.000000000000e+00       1.737933154917e+05 
       6.749023386848e-01       1.726739475208e+05       1.718155603600e+05       8.008542838841e-02       7.525461911606e-02       0.000000000000e+00       1.724863606208e+05 
       6.780386964616e-01       1.713799767836e+05       1.705280060013e+05       7.884000768157e-02       7.408083998245e-02       0.000000000000e+00       1.711937930681e+05 
       6.811750543021e-01       1.701022293298e+05       1.692566128101e+05       7.771440004857e-02       7.269346966558e-02       0.000000000000e+00       1.699174340927e+05 
       6.843114122053e-01       1.688396163373e+05       1.680002951853e+05       7.620526409764e-02       7.092361747359e-02       0.000000000000e+00       1.686561957100e+05 
       6.874477701704e-01       1.675914869389e+05       1.667584022972e+05       7.501997940946e-02       6.983873738462e-02       0.000000000000e+00       1.674094272564e+05 
       6.905841281965e-01       1.663585520516e+05       1.655316381221e+05       7.393045247025e-02       6.841738419692e-02       0.000000000000e+00       1.661778383404e+05 
       6.937204862829e-01       1.651388383842e+05       1.643180341952e+05       7.255343070956e-02       6.750493105144e-02       0.000000000000e+00       1.649594570293e+05 
       6.968568444287e-01       1.639336154247e+05       1.631188501632e+05       7.145248315802e-02       6.655674868209e-02       0.000000000000e+00       1.637555508767e+05 
       6.999932026331e-01       1.627424981870e+05       1.619336990683e+05       7.024296753706e-02       6.598840214609e-02       0.000000000000e+00       1.625657347028e+05 
       7.031295608954e-01       1.615640680691e+05       1.607611656777e+05       6.900335860920e-02       6.483729624913e-02       0.000000000000e+00       1.613885908663e+05 
       7.062659192147e-01       1.603986904620e+05       1.596016115298e+05       6.814406463695e-02       6.408682977621e-02       0.000000000000e+00       1.602244840410e+05 
       7.094022775903e-01       1.592470908668e+05       1.584557576073e+05       6.696802141493e-02       6.284979339133e-02       0.000000000000e+00       1.590741387964e+05 
       7.125386360214e-01       1.581069263761e+05       1.573212713327e+05       6.574626629727e-02       6.148347612915e-02       0.000000000000e+00       1.579352145623e+05 
       7.156749945074e-01       1.569804818019e+05       1.562004277878e+05       6.491503543540e-02       6.038315381062e-02       0.000000000000e+00       1.568099939259e+05 
       7.188113530474e-01       1.558655346762e+05       1.550910159212e+05       6.385589590799e-02       5.944322933320e-02       0.000000000000e+00       1.556962568907e+05 
       7.219477116409e-01       1.547627695738e+05       1.539937191094e+05       6.278702106743e-02       5.860693206993e-02       0.000000000000e+00       1.545946876354e+05 
       7.250840702870e-01       1.536718725233e+05       1.529082270301e+05       6.189526559023e-02       5.741919494966e-02       0.000000000000e+00       1.535049728583e+05 
       7.282204289852e-01       1.525929867482e+05       1.518346845987e+05       6.081138470405e-02       5.706410416682e-02       0.000000000000e+00       1.524272560062e+05 
       7.313567877347e-01       1.515259732042e+05       1.507729556357e+05       5.989401469640e-02       5.602345236170e-02       0.000000000000e+00       1.513613985277e+05 
       7.344931465349e-01       1.504714244667e+05       1.497236319962e+05       5.908341773985e-02       5.521530060780e-02       0.000000000000e+00       1.503079927054e+05 
       7.376295053852e-01       1.494265528876e+05       1.486839402152e+05       5.804007582683e-02       5.409417476106e-02       0.000000000000e+00       1.492642539698e+05 
       7.407658642848e-01       1.483937255546e+05       1.476562377307e+05       5.717899836656e-02       5.347144691805e-02       0.000000000000e+00       1.482325471715e+05 
       8.107991919271e-01       1.279470020343e+05       1.273112168604e+05       4.116495179578e-02       3.851561683924e-02       0.000000000000e+00       1.278080455669e+05 
       9.129473255905e-01       1.051231523270e+05       1.046008448479e+05       2.668040174772e-02       2.489650695767e-02       0.000000000000e+00       1.050089935863e+05 
       1.076211133044e+00       7.981803191170e+04       7.942146691564e+04       1.457899266571e-02       1.363919046998e-02       0.000000000000e+00       7.973135544052e+04 
       1.332022796989e+00       5.560530103184e+04       5.532900107847e+04       6.630074214813e-03       6.213267441619e-03       0.000000000000e+00       5.554491268506e+04 
       1.675280974049e+00       3.752159621912e+04       3.733507891506e+04       2.828330430029e-03       2.640665991871e-03       0.000000000000e+00       3.748083540881e+04 
       2.109029129216e+00       2.517824759290e+04       2.505298747121e+04       1.197524396993e-03       1.117711591372e-03       0.000000000000e+00       2.515087987682e+04 
       2.655110294978e+00       1.684239337301e+04       1.675848521161e+04       5.054319281934e-04       4.734514083519e-04       0.000000000000e+00       1.682406776621e+04 
       3.342585821437e+00       1.123768894229e+04       1.118157192462e+04       2.127824311651e-04       1.983797545388e-04       0.000000000000e+00       1.122544095993e+04 
       4.208066231710e+00       7.481181998073e+03       7.443681622847e+03       8.937757869153e-05       8.323674386383e-05       0.000000000000e+00       7.473005896313e+03 
       5.297641513613e+00       4.970177072561e+03       4.945112126403e+03       3.746530870685e-05       3.495512500502e-05       0.000000000000e+00       4.964721414103e+03 
       6.669335524063e+00       3.294975534056e+03       3.278198582469e+03       1.567140176754e-05       1.466885022096e-05       0.000000000000e+00       3.291333507909e+03 
       8.396195971024e+00       2.180057629446e+03       2.168788946784e+03       6.542148842740e-06       6.102320999340e-06       0.000000000000e+00       2.177621434051e+03 
       1.057018447033e+01       1.439639677637e+03       1.432021474248e+03       2.725842934297e-06       2.544093440133e-06       0.000000000000e+00       1.438003084720e+03 
